Address	Original Data	Edited Data
0x1684D0	野望に燃える若き公爵。 高い魔力と素早さを両立した魔力型 マスター。防御面は見劣りし、 移動力が３しかないのが弱点だ。 突剣による隣接攻撃が可能。	A young duke with burning ambition. Strong with his magic and speed, but has low defense and movement. Attacks with elegant sword thrusts.    
0x168560	流れるままに生きる漂泊の剣客。 攻撃力が高く、魔力も高めの バランス型マスターと言える。 弱点は低めの防御力か。強力な 隣接攻撃・居合い斬りを持つ。	A wandering swordsman that lives with the flow. Has high attack and decent magic, but low defense. His sword skills make him a deadly opponent. 
0x1685F4	ほまれ高き忠義の老騎士。 攻撃力・防御力が最強であり、 非常に固い戦士型マスタ?[だ。 魔力・素早さに欠けるのが欠点。 ランスによる隣接攻撃が可能。	A loyal and venerable knight. He's sturdy with his high attack and defense, but his magic and speed is lacking. Attacks his foes with a lance.
0x168684	闇を討ちはらう聖騎士。 聖騎士らしく、攻撃力・魔力が高い 魔力型マスターだ。防御面も優秀で 隙が無いが、非常に遅いのは難点。 聖剣による隣接攻撃が可能。	A holy knight that vanquishes darkness. A natural warrior with high attack, magic, and defense, but extremely slow. Uses a holy sword to do battle. 
0x16871C	光に焦がれる影の眷族。 素早さと移動力が高く、典型的な 機動型マスターと言える。 防御力・魔法防御は低いため注意。 手裏剣は射程４の遠距離攻撃だ。	A child of darkness, yet yearns for the light. Great mobility with his speed and movement, but flimsy defenses. His shuriken attack range is 4.
0x1687AC	?[き森の護人（まもりびと）。 平均的な能力を持つバランス型 マスター。ただし手にした弓は射程が ６あり、全マスタ?[中最高クラスだ。 高所を取れば有利だろう。	A guardian of the forest. Balanced with average stats. Uses a bow to attack with a range of 6 to fight from far away. Dangerous when atop high ground.  
0x168848	復讐心に燃える猛き蛮人。 素早く、移動力が５ある戦士型 マスターで攻撃力・防御力も 非常に高い。ただし魔力は最弱だ。 射程４の岩投げ攻撃が可能。	A fierce barbarian of vengeance. Menacing with his high attack, defense, and movement, but he has poor magic. Throws rocks with a range of 4.
0x1688D8	果てぬ夢を追いつづける盗賊。 非常に素早く、移動力は６ある。 機動力は最高のマスターだ。 ただし防御や魔力は低い。 投げナイフの射程は５、中々便利だ。	A thief that pursues a hopeless dream. Fast, with great movement, but suffers from low defenses and magic. His throwing knives have a range of 5. 
0x16896C	希望の歌を紡ぎだす吟遊詩人。 魔力が高めの魔力型マスタ?[で、 素早さもある。だが防御面は 貧弱なため、十分注意しよう。 歌による隣接攻撃は弱いだろう。	A bard who weaves songs of hope. Has high magic and decent agility, but poor defense. Attacks foes with song, but it doesn't hurt much.           
0x168A00	神に選ばれし清らかなる乙女。 魔力・魔法防御が高めの魔力型 マスターで、防御面も優秀だ。 欠点は非常に遅いこと。 メイスによる隣接攻撃は弱い。	A pure maiden chosen by the gods. Excels with magic and defenses, but suffers from low speed. Uses a mace, however her attacks are weak.  
0x168A8C	真理を探究する魔法使い。 全マスター中最高クラスの魔力を 誇る魔力型マスター。遅いことと、 防御力・移動力が低いのが弱点。 杖による隣接攻撃は非常に弱い。	A wizard seeking the truth. Has powerful magic abilities, but low defense, speed, and movement. Attacks foes with a staff, but his strikes are weak.  
0x168B24	偉大なる秘術に憧れる魔女見習い。 高い魔力を持つ魔力型マスターで、 マスターとしては理想的である。 ただし防御面は弱いので注意。 杖による隣接攻撃もかなり弱い。	An apprentice witch who desires the arcane arts. An ideal master with high magic abilities, but has low defense. Her staff attacks are insignificant.       
0x168BC4	武術を通じて己を高める修行僧。 平均的な能力を持つバランス型 マスターだが、攻撃力・防御力も そこそこあり、接近戦も可能だ。 気合を使った隣接攻撃が可能。	A monk that trains in martial arts for self-improvement. Has balanced stats with great attack and defense. Fights using chi in close combat.          
0x168C5C	神秘のヴェールに包まれた可憐 なる精霊。高い移動力を持つ機動型 マスターで、魔力もある。ただし 防御力は最弱なので注意。豊かな 髪による隣接攻撃も威力は皆無だ。	A gentle spirit shrouded in mystery. Able to move quickly and cast strong magic, but is quite fragile. Uses their hair to attack, but it is devoid of strength.
0x168CFC	孤高の魂をもつ半獣人。 移動力が高いバランス型マスターで 物理面も優秀だ。反面魔法防御は 最弱。前線に出過ぎるのは危険だ。 長剣による隣接攻撃が可能。	A half-beast with a solitary nature. Has balanced stats with high attack and mobility, but is lacking magic resistance. Fights using a longsword. 
0x168D90	闇を統べる夢魔の帝王。 最強の魔法防御を誇るバランス型 マスターだ。防御力は低く前線には 出にくいが、切込みは無効化し易い。 真紅の魔剣での隣接攻撃が可能。	The emperor reigning over darkness. Balanced with high magic resistance, but quickly falls to physical attacks. He wields a crimson demonic blade.      
0x168E2C	刺激を求める気まぐれなお嬢様。 魔法防御・素早さが高めの機動型 マスターで、魔力も悪くない。接近戦 は苦手だが、柔軟な戦い方が出来る。 ポカポカと殴る攻撃が一応可能。	An impulsive lady seeking thrills. Has great movement, speed, and magic resistance, but is bad at close combat skirmishes. She fights using her fists.
0x168ED0	リベール王国出身の正遊撃士。 攻撃力・機動力に優れた戦士型 マスタ?[で、防御力も中々優秀だ。 ただし魔力は若干低め。 棒術を使った隣接攻撃が可能。	A Bracer from the Liberl Kingdom. She can outshine with her physical skills and movement, but lacks strong magic. She fights using a bo staff
0x168F60	琥珀の瞳に影を秘めた少年。 魔力と高い素早さを両立した機動型 マスターで、攻撃力も高い。防御力は やや低めなため、注意が必要だろう。 双剣による隣接攻撃が可能。	An amber-eyed boy hiding in the shadows. Has good mobility combined with strong attack, magic, and speed, but low defense. Fights using his dual blades.    
0x169000	美を追求する自称・旅の演奏家。 高い魔力と遠距離攻撃を持つ魔力型 マスターだが、接近戦には不向きだ。 どうやら肉体労働は苦手らしい。 銃の射程は６、威力も悪くない。	A self-proclaimed traveling performer in search of beauty. A Master with strong magic abilities, but ill-suited for close combat. His gun has a range of 6.
0x1690A4	素性を隠して学園に通う姫。 高い魔力と魔法防御を持つ魔力型 マスターで、魔法攻撃はほぼ無効化で きる。一方物理面はやや見劣りする。 細剣による隣接攻撃が可能。	A princess hiding her identity while attending school. Lacks physical aptitude, but has high magical attack and resistance. Can fight using a rapier.
0x169140	メカをこよなく愛する少女。 平均的な能力を持つバランス型 マスターだが、射程８・仰角大の攻撃 を持っておりある意味脅威と言える。 防御面は壊滅しているため注意。	A girl who adores machinery. She has average stats, but uses an orbal cannon with a range of 8. While a threat from far away, she is weak to physical attacks.
0x1691E0	重剣を携える無骨な遊撃士。 最強の攻撃・防御を備える戦士型 マスターだ。代償として魔力は低め。 機動力も高く、前線に出て戦えるだ ろう。重剣による隣接攻撃は強力だ。	A rugged Bracer wielding a heavy sword. He's a warrior-type Master with high attack, defense, and movement. As a trade-off, he has low magical attack.
0x169284	黒ウサギを抱く謎の美少女。 ずば抜けた魔力を始め、全体的に 高い能力を誇る魔力型マスターだ。 唯一の弱点は、最弱クラスの防御力。 大鎌による隣接攻撃が可能。	A mysterious child cradling a black rabbit. She boasts incredible magic abilities, but her defense is among the lowest. She fights her foes with a scythe.
0x169320	《銀閃》の渾名を持つ遊撃士。 全ての能力値が高めのバランス型 マスターだ。機動性は非常に優秀で、 常に安定した戦いを展開できる。 鞭を使った隣接攻撃が可能。	A Bracer called the Silver Streak. She has well-rounded stats with high mobility to quickly rush around the battlefield. She fights with a barbed whip.
0x1693BC	独り修羅の道を歩む《剣帝》。 全能力値が高い反則マスターで、 正に隙なし。ただしその分、基本を 疎かにするとしっぺ返しを喰らう。 初心者は手を出さぬ方が良い。	The Sword Emperor, he walks a path of solitary battle. He's a Master of unfair tactics with high stats. Beginners should stay away from fighting him.
0x169458	世にネイティアルを伝える魔女。 絶大な魔力を誇る魔力型マスターで 全体的にも軒並み高い能力値を持ち これといった弱点が見当たらない。 杖による隣接攻撃も、侮れない威力。	A sorceress spreading knowledge about the Natials. She focuses on magical attack and has high overall stats. She battles using a staff with dangerous potential.
0x169500	最強のマスターと呼ばれる男。 高い攻撃力と魔力を備える万能 マスターで、接近戦・召喚合戦共に 得意だ。唯一の弱点は魔法防御か。 長剣の切れ味は最強クラスのものだ。	The man believed to be one of the strongest Masters. He's versatile with high attack, magic, and decent magic resistance. His longsword is quite deadly.
0x1695A0	東方からやってきた巨漢の武人。 鉄壁の防御を誇る戦士型マスターで 攻撃力・素早さも非常に優秀だ。 正に神速の攻めが行えるだろう。 ただし魔力は低く、お情け程度。	A giant warrior from the east. He has ironclad defense, with good attack and speed, but weak magic. His fists can be devastating when fighting in close combat.
0x169640	《ファイター》 攻撃・防御・素早さの高い戦士型マスターです。 その分、魔力・魔法防御は低めです。 隣接した相手に強力な跳び蹴りを放ちます。	《Fighter》 A Master with high attack, defense, and speed, but low magic attack and resistance. She attacks with flying kicks.
0x1696C8	《デューク》 魔力・素早さが高い魔力型マスターです。 移動力が３しかないのが難点です。 隣接した相手を突剣で攻撃します。	《Duke》 A Master with strong magic and speed. However, his movement is quite low. Attacks with sword thrusts.
0x169740	《ソードマン》 攻撃・魔力が高めのバランス型マスターです。 防御力が低いのが弱点と言えます。 隣接した相手に居合い斬りを放ちます。	《Swordsman》 A Master with powerful attacks and magic. His low defense is his weakness. Attacks with deadly sword techniques.
0x1697C0	《ナイト》 最強の攻撃・防御を持つ戦士型マスターです。 魔力は低めで、素早さに欠けるのが欠点です。 隣接した相手にランスで突撃します。	《Knight》 A Master with great attack and defense. However, he has weak magic and low speed. Attacks by charging with a lance.
0x169844	《パラディン》 攻撃・魔力が高い魔力型マスターです。 防御面も優秀ですが、遅いことが弱点です。 隣接した相手を聖なる剣で攻撃します。	《Paladin》 A Master with high attack and defense, along with strong magic, but also very slow. Attacks with a holy sword.
0x1698C8	《シャドウ》 素早さと移動力が高い機動型マスターです。 防御力・魔法防御が低いのが弱点です。 射程４の手裏剣攻撃を持っています。	《Shadow》 A master with high speed and movement. Has low defense and magic resistance. His shuriken attack has a range of 4.
0x169948	《レンジャー》 平均的な能力を持つバランス型マスターです。 特に秀でた点も弱点もありませんが、弓は 射程が６もあり、全マスター中最高クラスです。	《Ranger》 A balanced Master with average abilities. While they don't have any strengths or weaknesses, their bow has a range of 6.
0x1699D8	《サベージ》 素早く、移動力が５ある戦士型マスターです。 高い防御力を持ちますが、魔力は最弱です。 投げる岩は射程が４、強力な遠距離攻撃です。	《Savage》 A Master with high attack, defense, and movement, but he has weak magic. Throws rocks at enemies with a range of 4.
0x169A64	《シーフ》 最高の機動力を持つ機動型マスターです。 防御面と魔力が低いのが大きな弱点です。 射程５の投げナイフを持っています。	《Thief》 A Master with great speed and movement. Has low defense and weak magic. His throwing knifes have a range of 5.
0x169AE0	《バード》 魔力と素早さが高めの魔力型マスターです。 防御力・魔法防御が低いのが弱点です。 歌による隣接攻撃も、あまり威力がありません。	《Bard》 A Master focusing on magic and speed. Has low defense and magic resistance. Attacks with song, but it lacks power.
0x169B68	《シスター》 魔力・魔法防御が高めの魔力型マスターです。 防御力もありますが、遅いのが欠点です。 メイスによる隣接攻撃は、威力がありません。	《Sister》 A Master with strong magic and resistance. While she has good defense, she lacks speed. Attacks with a mace, but it is weak.
0x169BF4	《ソーサラー》 強大な魔力を誇る魔力型マスターです。 防御力・移動力が低く、遅いことが弱点です。 杖による隣接攻撃も、効果が望めません。	《Sorcerer》 A Master with very powerful magic. Has low defense, speed, and movement. He attacks with a staff, but it is quite weak.
0x169C7C	《ウィッチ》 非常に高い魔力を持つ魔力型マスターです。 防御力が低く、若干遅いのが欠点です。 杖による隣接攻撃も、あまり威力がありません。	《Witch》 A Master with high magical attack. However, she has low defense and movement. She can attack with a staff for low damage.
0x169D04	《モンク》 平均的な能力を持つバランス型マスターです。 攻撃力・防御力は高めで、接近戦も可能です。 隣接した相手を気合で攻撃します。	《Monk》 A Master with balanced abilities, along with great attack and defense. Can attack nearby foes by using his chi.
0x169D88	《スピリット》 魔力と機動力が高い機動型マスターです。 最弱の防御力が弱点です。豊かな髪による 隣接攻撃も、威力は微々たるものです。	《Spirit》 A Master with strong magic and high movement. Their defense is dangerously low. Attacks with their hair for low damage.
0x169E0C	《ビースト》 移動力が５あるバランス型マスターです。 物理面も優秀ですが、魔法防御は最弱です。 隣接した相手を長剣で攻撃します。	《Beast》 A Master with balanced abilities, good attack and movement, but low magic resistance. Attacks by using a longsword.
0x169E8C	《ナイトメア》 魔法防御が最強のバランス型マスターです。 他の能力も優秀ですが、防御力は最弱です。 隣接した相手を真紅の魔剣で攻撃します。	《Nightmare》 A Master with high magic resistance and balanced abilities, but has low defense. Attacks with a crimson demonic blade.
0x169F14	《フロイライン》 魔法防御・素早さが高い機動型マスターです。 防御力は低めですが、魔力は悪くありません。 ポカポカ殴りつける攻撃も、威力は程々です。	《Fraulein》 A Master with high magic resistance, speed, and movement, but lacks defense and magic. Attacks using her fists for rapid punches.
0x169FA8	《ロッドマスター》 攻撃力・機動力の高い戦士型マスターです。 防御力も優秀ですが、魔力は若干低めです。 隣接した相手を棒術で叩きのめします。	《Rod Master》 A Master with great attack and movement. While her defense is high, her magic is weak. Attacks using a bo staff.
0x16A034	《ストライダー》 高い魔力と機動性を持つ機動型マスターです。 攻撃力も高い一方、防御力はやや低めです。 手にした双剣で隣接した相手を攻撃します。	《Strider》 A Master with superb attack, magic, speed, and movement, but he has weak defense. Attacks using dual blades.
0x16A0C4	《プレイボーイ》 遠距離攻撃を備えた魔力型マスターです。 素早さは見劣りしますが、手にする銃は射程６、 威力も悪くありません。低い防御力が弱点です。	《Playboy》 A Master with powerful magic. However, he has low speed and defense. Attacks with a gun that has a range of 6.
0x16A158	《プリンセス》 非常に高い魔力を有する魔力型マスターです。 物理面は低めですが、魔法防御は非常に 優秀です。細剣で隣接した相手を攻撃します。	《Princess》 A Master with strong magic and resistance. Her weakness is low physical stats. Attacks with a rapier.
0x16A1E4	《テクノクラート》 平均的な能力を持つバランス型マスターです。 攻撃「オーバルカノン」は射程８・仰角大で威力 も十分です。ただし防御面は壊滅しています。	《Technocrat》 A Master with balanced abilities, but her low defense makes her bad at close combat. Uses an Orbal Cannon with a range of 8.
0x16A27C	《ヘヴィエッジ》 最強の攻撃・防御を持つ戦士型マスターです。 機動力も非常に優秀ですが、魔力は低めです。 隣接した相手に背中の重剣を叩きつけます。	《Heavy-Edge》 A Master with excellent attack, defense, and movement, but his magic is weak. Attacks using a greatsword.
0x16A30C	《ジーニアス》 ずば抜けた魔力を持つ魔力型マスターです。 ほぼ万能と言えますが、唯一防御が弱点です。 隣接した相手を巨大な大鎌で刈り取ります。	《Genius》 A Master with exceptional magic and balanced stats, but her defense is quite low. Slaughters anyone with her giant scythe.
0x16A398	《クインビュート》 全ての能力が高めのバランス型マスターです。 特に機動力が高く、安定した戦いを展開します。 手にした鞭で隣接した相手をしばき倒します。	《Queen-Bute》 A Master with above average abilities. She's great at moving around the battlefield. Attacks using her trusty whip.
0x16A430	《ダークナイト》 全能力値が非常に高い反則マスターです。 唯一弱点があるとすれば、その高すぎる 能力値でしょう。驕りは油断につながります。	《Dark Knight》 A Master with unrivaled capabilities. His only potential weakness is carelessness. Attacks with his sword, Kernviter.
0x16A4B8	《ソーサレス》 絶大な魔力を誇る魔力型マスターです。 全体的にも軒並み高い能力値を持ちます。 杖を使った隣接攻撃も、威力は侮れません。	《Sorceress》 A Master that focuses on magical attack. She possesses high overall stats, so don't underestimate her attacks either.
0x16A53C	《タイラント》 高い攻撃力と魔力を備える万能マスターです。 全ての能力が高く、魔法防御も平均以上です。 機動力もあり、正に覇者に相応しい風格です。	《Tyrant》 A Master with deadly potential. Both his attacks and magic are strong, but his other stats are pretty high as well.
0x16A5CC	《グラップラー》 驚異的な防御力を持つ戦士型マスターです。 攻撃・機動力も非常に高く、正に神速の攻めが 行えます。ただし魔力は低く、お情け程度です。	《Grappler》 A Master with impressive defense. His attack and movement are also excellent. His magic is quite weak, almost worthless.
0x16A660	《パ・ランセル》 基本的な地のネイティアルです。 機動力があり、魔晶石占領にも役立つでしょう。 防御力は低く、火属性にも注意が必要です。	《Pa-Rancell》 A basic Earth Natial. High movement, great for capturing crystals. Has low defense, so be careful of attackers.
0x16A6E8	《ダ・カーム》 魔法はありませんが、攻撃力・防御力ともに 地のネイティアルでは最高クラスに入ります。 移動範囲が広く、水中へ入れるのも特徴です。	《Da-Colm》 An Earth Natial with great attack and defense, but it has no magic. Has great movement and can swim.
0x16A778	《エ・フェリオン》 遠距離攻撃できる地のネイティアルです。 弓は仰角大で、高所からは射程が延びます。 水には入れず、ＯＡが長いことが欠点です。	《Ae-Ferrion》 An Earth Natial capable of ranged attacks. Has increased range with elevation, but it cannot enter water and is quite slow.
0x16A804	《ギア・ブロ》 地属性では唯一攻撃魔法を持っています。 動きが遅いですが、魔法は遠方の広範囲に ダメージを与えます。水中にも進入可能です。	《Gia-Bro》 An Earth Natial with offensive magic that has long range and hits surrounding tiles. While slow, it can be in the water.
0x16A88C	《ディ・アルマ》 回復魔法を持つ、地のネイティアルです。 少回復ながら移動範囲が広く、重宝します。 昼型の為、昼や明るい場所では強くなります。	《D-Arma》 An Earth Natial with healing magic. While weak, its mobility makes it useful. It becomes stronger during daytime.
0x16A918	《バ・メード》 飛行できる地のネイティアルです。 長時間敵を固めてしまう魔法を持っています。 夜型の為、夜や暗い場所では強くなります。	《Ba-Mado》 A flying Earth Natial with magic that can temporarily immobilize enemies. It becomes stronger during nighttime.
0x16A99C	《レキュー》 基本的な水のネイティアルです。 全ネイティアル中で最も素早いものの、水中 以外では僅かしか移動できないのが難点です。	《Requ》 A basic Water Natial. While it has great speed, its weakness is its reduced movement when outside of water.
0x16AA1C	《ネプトジュノー》 攻守ともに強力な、水のネイティアルです。 非常に素早く、地上での活躍も期待できます。 加えて遠距離攻撃魔法も持っています。	《Neptjuno》 A Water Natial with high attack and defense. With its speed, it works great on land. It also has a long-range attack spell.
0x16AAA8	《ターブス》 水の中から出られないネイティアルです。 しかし口から発射する弾はかなりの飛距離が あり、水の多い場所では敵を牽制できます。	《Tarbyss》 A Water Natial that can't leave the water. However, its attacks have incredible range, letting it fight from far away.
0x16AB30	《ザミルペン》 攻撃・防御が高めの、水のネイティアルです。 しばらく敵を固めてしまう魔法を持っています。 昼型の為、昼や明るい場所では強くなります。	《Zamilpen》 A Water Natial with high attack and defense. Its magic immobilizes enemies temporarily. It becomes stronger during daytime.
0x16ABC4	《マーム》 回復魔法を持つ水のネイティアルです。 味方の援護やマスターのお供に最適です。 夜型の為、夜や暗い場所では強くなります。	《Marme》 A Water Natial with healing magic, letting it support Masters and Natials. It becomes stronger during nighttime.
0x16AC44	《テンターク》 最も強力な水のネイティアルです。 攻撃・防御・魔力は最高値を誇り、周囲２マスを 巻き込む広範囲攻撃魔法を持っています。	《Tentarch》 A Water Natial boasting the best attack, defense, and magical attack. Its attack spell has a 2 tile area of effect.
0x16ACC8	《ヘピタス》 基本的な火のネイティアルです。 やや遅いのは難点ですが、攻撃力は高めです。 天属性は勿論、地属性に対しても活躍します。	《Hepetus》 A basic Fire Natial. its powerful attacks make up for its speed. It fights well even against Earth Natials.
0x16AD4C	《オーンヴィーヴル》 強力な火のネイティアルです。 魔法はありませんが、攻撃力が非常に高いのが 特徴です。地属性に対しても有効でしょう。	《Oonvievle》 A Fire Natial with high attack. Although it has no magic, its strength makes it a formidable opponent.
0x16ADD4	《ブリックス》 クロスボウを持つ火のネイティアルです。 天属性を追い払うのに有効でしょう。 弓の仰角は小で、高所からは射程が延びます。	《Blyx》 A Fire Natial capable of ranged attacks. Its attack is at a low angle, but its range increases at higher elevations.
0x16AE58	《ダルンダラ》 強力な魔法を持つ火のネイティアルです。 魔法は自分の周囲１マスを巻き込みます。 夜型の為、夜や暗い場所では強くなります。	《Dullmdalla》 A Fire Natial with offensive magic. Its attack spell affects the tiles around it. It becomes stronger during nighttime.
0x16AEE0	《ゼノスブリード》 最高クラスの火のネイティアルです。 火では最も素早く、特に弱点もありません。 遠距離攻撃魔法は最長のレンジを誇ります。	《Xenofiend》 A Fire Natial with no weaknesses. It has high speed and its magical attack has incredible range, making it quite deadly. 
0x16AF68	《グリオン》 飛行できる火のネイティアルです。 移動範囲は最大で、奇襲や占拠に役立ちます。 昼型の為、昼や明るい場所では強くなります。	《Greon》 A flying Fire Natial. Has great movement for capturing crystals. It becomes stronger during daytime.
0x16AFEC	《ペリット》 攻撃・防御は最弱の、天のネイティアルです。 ただし、唯一状態回復魔法を持つ存在です。 素早い為、占拠やＺＯＣ張りにも活用できます。	《Pelitt》 A weak Heaven Natial. The only unit with status recovery magic. It has great speed to capture crystals.
0x16B07C	《キュリア・ベル》 高い攻撃力を持つ天のネイティアルです。 魔法も強力で、障害物を無視して一定範囲に ダメージを与えることができます。	《Kyria-Bell》 A Heaven Natial with powerful attacks. Its magic is also strong, capable of ignoring obstacles to hit their target.
0x16B100	《アモルタミス》 弓を持つ天のネイティアルです。 仰角は中で、高所からは射程が延びます。 夜型の為、夜や暗い場所では強くなります。	《Amoltamis》 A Heaven Natial capable of ranged attacks. Its attack angle is moderate. It becomes stronger during nighttime.
0x16B180	《ギュネ・フォス》 基本的な天のネイティアルです。飛行可能で、 障害物を無視できる攻撃魔法を持っています。 昼型の為、昼や明るい場所では強くなります。	《Guene-Foss》 A flying Heaven Natial. Its attack spell ignores obstructions. It becomes stronger during daytime.
0x16B214	《フィフネル》 回復魔法を持つ天のネイティアルです。 戦闘には向きませんが、大回復が可能なため 前線支援やマスターの援護に活躍します。	《Fifenall》 A Heaven Natial with healing magic. While terrible for combat, it's invaluable as support for Masters and Natials.
0x16B298	《レグナ・クロックス》 最高クラスの天のネイティアルです。 周囲２マスを巻き込む広範囲攻撃魔法を持ち、 戦場では圧倒的な存在感を誇ります。	《Regna-Croix》 A powerful Heaven Natial. Its attack spell has a large area of effect, making it a deadly force on the field.
0x16B320	《平地》 平坦な場所です。防御効果はありません。 移動タイプが「歩」「歩（泳）」「飛」のユニットは 移動範囲に影響はありません。	《Flat》 Level terrain with no defense bonuses. Units with the W1, W2, or Fly movement type do not get a movement penalty here.
0x16B3A0	《砂漠》 砂が積もっている場所です。 砂に身体が沈み、移動範囲は狭くなります。 遮るものがないため、防御効果はありません。	《Sand》 Rough terrain that limits your movement. Does not give a defense bonus from attacks.
0x16B418	《茂み》   ?   防御効果２０％ 背の高い草が茂っている場所です。 草が身を隠すため、防御効果があります。 反面、平地よりも移動範囲は狭くなります。	《Bush》       Defense +20％ A section of tall grass. Provides some protection from attacks. However, your movement is reduced.
0x16B4A8	《湿地》 常に湿っている場所です。水場とほぼ同じ 特徴を持っていますが、防御効果はありません。 タイド魔法の影響も受けません。	《Marsh》 Perpetually damp terrain with similar characteristics to water. Unaffected by the spells Uptide and Downtide.
0x16B524	《積雪》 雪が積もっている場所です。 雪に身体が沈み、移動範囲は狭くなります。 遮るものがないため、防御効果はありません。	《Snow》 Deep terrain that reduces your movement. Does not give a defense bonus from attacks.
0x16B59C	《腐潟》 瘴気が淀んでいる場所です。 留まっていると、毎ターンダメージを受けます。 遮るものがないため、防御効果はありません。	《Swamp》 A place covered in stagnate miasma. Units standing here lose 3HP each turn. Provides no defense bonuses.
0x16B618	《水面板》 水面に足場が浮いている場所です。 水位が変化すると、連動し高さが変化します。 移動範囲などは、通常の平地と同じです。	《Floating》 A water tile covered by solid matter. Rises and falls with the water level. Movement is the same as flat terrain.
0x16B698	《水（水ー１）》   ?   防御効果１０％ 人が完全に水没する水かさがある場所です。 水が衝撃を緩和する為、防御効果があります。 泳げないユニットは侵入できません。	《Water (Depth 1)》    Defense +10％ Waist-level water, it provides some defense by absorbing part of the impact. Non-swimmers cannot enter water.
0x16B734	《水（水ー２）》   ?   防御効果２０％ 人が完全に水没する水かさがある場所です。 水が衝撃を緩和する為、防御効果があります。 泳げないユニットは侵入できません。	《Water (Depth 2)》    Defense +20％ Neck-level water, it provides some defense by absorbing part of the impact. Non-swimmers cannot enter water.
0x16B7D0	《水（水ー３）》   ?   防御効果２５％ 人が完全に水没する水かさがある場所です。 水が衝撃を緩和する為、防御効果があります。 泳げないユニットは侵入できません。	《Water (Depth 3)》    Defense +25％ Water above head-level, it provides some defense by absorbing part of the impact. Non-swimmers cannot enter water.
0x16B870	《障害物》	《Object》
0x16B87C	《底無し》	《Pit》
0x16B888	《魔晶石》   ?   防御効果３０％ 常に輝きを放ち、魔力をもたらす石です。 占拠状態にあると、ＭＰ回復量が増加します。 防御効果があり、毎ターンＨＰが回復します。	《Crystal》      Defense +30％ A glowing stone emitting magical power. When controlled, it increases MP recovery. Also heals a unit standing on it each turn.
0x16B928	《魔晶石（水ー１）》   ?   防御効果３０％ 常に輝きを放ち、魔力をもたらす石です。 占拠状態にあると、ＭＰ回復量が増加します。 防御効果があり、毎ターンＨＰが回復します。	《Crystal (Depth 1)》      Defense +30％ A glowing stone emitting magical power. When controlled, it increases MP recovery. Also heals a unit standing on it each turn.
0x16B9D0	《魔晶石（水ー２）》   ?   防御効果３０％ 常に輝きを放ち、魔力をもたらす石です。 占拠状態にあると、ＭＰ回復量が増加します。 防御効果があり、毎ターンＨＰが回復します。	《Crystal (Depth 2)》      Defense +30％ A glowing stone emitting magical power. When controlled, it increases MP recovery. Also heals a unit standing on it each turn.
0x16BA78	《魔晶石（水ー３）》   ?   防御効果３０％ 常に輝きを放ち、魔力をもたらす石です。 占拠状態にあると、ＭＰ回復量が増加します。 防御効果があり、毎ターンＨＰが回復します。	《Crystal (Depth 3)》      Defense +30％ A glowing stone emitting magical power. When controlled, it increases MP recovery. Also heals a unit standing on it each turn.
0x16BB20	《壁》	<Wall>
0x16BC94	方向キーの左右で、 ユーザー設定を切り替えます。 現在、ブルーマスターがユーザー。 レッドマスターがコンピュータです。	Switch the controller of the teams with the D-Pad or analog stick. Blue Master - Player Red Master - Computer
0x16BD08	方向キーの左右で、 ユーザー設定を切り替えます。 現在、ブルーマスターがコンピュータ。 レッドマスターがユーザーです。	Switch the controller of the teams with the D-Pad or analog stick. Blue Master - Computer Red Master - Player
0x16BD7C	方向キーの左右で、 ユーザー設定を切り替えます。 現在、ブルーマスター、 レッドマスター共に、ユーザーです。	Switch the controller of the teams with the D-Pad or analog stick. Blue Master - Player Red Master - Player
0x16BDE8	方向キーの左右で、 ユーザー設定を切り替えます。 現在、ブルーマスタ?[、 レッドマスター共に、コンピュ?[タです。 ※操作の限られる観戦モードです。	Switch the controller of the teams with the D-Pad or analog stick. Blue Master - Computer Red Master - Computer ※You can only spectate this.
0x16BE78	方向キーの左右で、 チームを切り替えることが出来ます。 現在、あなたがブルーマスター。 レッドマスターが対戦相手です。	Switch teams using the D-Pad or analog stick. You are currently the Blue Master. Your opponent is the Red Master.
0x16BEEC	方向キーの左右で、 チームを切り替えることが出来ます。 現在、ブルーマスターが対戦相手。 レッドマスタ?[があなたです。	Switch teams using the D-Pad or analog stick. You are currently the Red Master. Your opponent is the Blue Master.
0x16BF60	敵の思考タイプを切り替えます。 現在、通常タイプです。	Set the enemy's strategy type. Currently set to Normal.
0x16BF98	敵の思考タイプを切り替えます。 現在、防御軽視タイプです。 ※通常タイプより難易度は低めですが、 　速攻や斬り込みへの注意が必要です。 　また、戦闘評価も下がってしまいます。	Set the enemy's strategy type. Currently set to Offense. ※While this can be easier than Normal, 　expect early battles to happen. 　This also reduces Battle Evaluation.
0x16C044	ユーザー同士の対戦なので、 思考タイプは設定できません。	Since this is a player-only match, you cannot set this.
0x16C07C	ユーザーの持ち時間を切り替えます。 現在の設定は、ショート。 考える時間がほとんどないため、 難易度が飛躍的に上がります。 ※戦闘評価には影響しません。	Set the player's turn time limit. Currently set to Short. With little time to think, mistakes will be dangerous. ※Doesn't affect Battle Evaluation.
